isbn,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language
0895292343,The Wheatgrass Book,How to Grow and Use Wheatgrass to Maximize Your Health and Vitality,Ann Wigmore,Penguin,1985-10-01,"The Wheatgrass Book is written by Ann Wigmore - the woman who introduced wheatgrass juice to America 30 years ago. Ann's book contains a wealth of information on wheatgrass - from its nutrient properties to ways of easily growing it for the home juicer. Chapters include: green power from wheatgrass, how wheatgrass chlorophyll works, super nutrition from wheatgrass, how to grow and juice wheatgrass and the many uses of wheatgrass. This is a must for the person serious about incorporating wheatgrass into his or her health regimen.",148,Health & Fitness,en
0449904067,Dave Barry's Greatest Hits,,Dave Barry,Ballantine Books,1989,"From the winner of the 1988 Pulitzer Prize for Commentary comes a new collection of Dave Barry's greatest hits. From coed softball to airline flights, no subject is sacred!",310,American wit and humor,en
0306805618,Survivors,Vietnam P.o.w.s Tell Their Stories,Zalin Grant,Da Capo Press,1994-03-22,"This book is the moving story of nine American soldiers and pilots who were captured and held prisoner for five years. It could only be told in their own words; so author Zalin Grant interviewed each of the men and wove their accounts together to form a single, compelling narrative of war and survival. They describe the details of their daily existence in a Vietcong jungle prison as the war ebbed and flowed around them: the rats, the terror of American bombing raids, the sickness, starvation, and torture. Through the juxtaposition of their individual stories we see the subtle, destructive tensions that operate on a group of men in such desperate circumstances. Marched up the Ho Chi Minh trail to Hanoi, the prisoners' physical ordeal gave way to an agonizing moral dilemma. Should they join the ”Peace Committee,” a group of POWs protesting the war? Or should they resist their captors by all possible means as ordered by the secret American commander of the Hanoi prison? After years in the jungle on the edge of survival, each man had to answer the questions: Who am I? What do I believe? These men form a cross section of the army we sent to Vietnam. Their words illuminate not only their individual background and experience, but also the meaning of this war for all of us.",360,History,en
0399139745,Wild Horses,,Dick Francis,Putnam Adult,1994,After a tragic suicide disrupts the trial of a much-loved racing figure accused of corruption--a case in which he was to testify--conscience-stricken jockey-turned-sleuth Sid Halley returns to investigate this much too convenient death. By the author of Whip Hand.,326,Detective and mystery stories,en
1400050588,Songs of the Gorilla Nation,My Journey Through Autism,Dawn Prince-Hughes,Harmony Books,2004-03,"The author relates her experiences as a late-diagnosed autistic, describing struggles with antisocial impulses, her connection with the gorillas at a Seattle zoo, and her eventual ability to develop human relationships.",240,Biography & Autobiography,en
0140161589,Who was Changed and who was Dead,,Barbara Comyns,Penguin Group USA,1987,"Story told with child-like innocence and a strange matter-of-factness, about a village in 1911 suffering through the madness and bodycount resulting from ergot-poisoned bread, as well as an unrelated flood.",146,Fiction,en
055334949X,Even Cowgirls Get the Blues,A Novel,Tom Robbins,Bantam,1990,"“This is one of those special novels—a piece of working magic, warm, funny, and sane.”—Thomas Pynchon The whooping crane rustlers are girls. Young girls. Cowgirls, as a matter of fact, all “bursting with dimples and hormones”—and the FBI has never seen anything quite like them. Yet their rebellion at the Rubber Rose Ranch is almost overshadowed by the arrival of the legendary Sissy Hankshaw, a white-trash goddess literally born to hitchhike, and the freest female of them all. Freedom, its prizes and its prices, is a major theme of Tom Robbins’s classic tale of eccentric adventure. As his robust characters attempt to turn the tables on fate, the reader is drawn along on a tragicomic joyride across the badlands of sexuality, wild rivers of language, and the frontiers of the mind.",352,Fiction,en
0804113505,School for the Blind,,Dennis McFarland,Ivy Books,1995-04,"Francis Brimm returns to his hometown to live out the rest of a fulfilled life, only to find himself drawn into a whirl of revelation and danger. By the author of The Music Room. Reprint.",276,Florida,en
0803283539,"Human, All Too Human",A Book for Free Spirits,Friedrich Wilhelm Nietzsche,Bison Books,1984,""""" This English translation the first since 1909 restores ""Human, All Too Human"" to its proper central position in the Nietzsche canon. First published in 1878, the book marks the philosophical coming of age of Friedrich Nietzsche. In it he rejects the romanticism of his early work, influenced by Wagner and Schopenhauer, and looks to enlightened reason and science. The ""Free Spirit"" enters, untrammeled by all accepted conventions, a precursor of Zarathustra. The result is 638 stunning aphorisms about everything under and above the sun.",275,Human beings,en
0553107232,Tough Cookie,,Diane Mott Davidson,Bantam,2000,A Goldy Schulz mystery.,312,"Bear, Goldy (Fictitious character)",en
0060081597,Dr. Atkins' New Diet Revolution,,Robert C. Atkins,Harper Collins,2002-07-09,"Safe. Effective. Atkins: The #1 bestseller in a brand new edition offering essential, up to the minute information! Spending over four years on the New York Times bestseller list, Dr. Atkins's nutritional approach has taken America by storm. Now, Dr. Atkins' New Diet Revolution offers not just weight loss, but total wellness. With results starting to show in just 14 days, find out how you can: Re-energize yourself Reach your ideal weight . . . and stay there! Eat the delicious meals you love. Never count calories. Reduce the risk factors associated with major health problems, including chronic fatigue, diabetes, and high blood pressure. Dr. Atkins' New Diet Revolution also provides tips on how to jumpstart the program, delicious recipes, case studies, new information on how to do Atkins, and studies that support the safety and efficacy of the Atkins Nutritional Approach. Everyone knows someone who has lost weight with Atkins. Now you can be that someone!",565,Health & Fitness,en
0316009105,Witch Hunt,,Ian Rankin,Little Brown & Company,1993,"Pursued by three obsessed detectives, an assassin known as Witch undertakes an assignment with global ramifications that forces those who are investigating her to follow leads within the highest ranks of international law and finance.",387,Fiction,en
0778320375,In Silence,,Erica Spindler,MIRA,2003,"Jouralist Avery Chauvin is devastated when she receives word of her father's suicide. How could her father; a dedicated physician, have taken his own life?",484,Fathers,en
0140442480,Exemplary Stories,,Miguel de Cervantes Saavedra,Penguin UK,1972,"Even more popular in their day than Don Quixote, Cervantes's Exemplary Stories (1613) surprise, challenge and delight. Ranging from the picaresque to the satirical, Cervantes's Exemplary Stories defy the conventions of heroic chivalric literature through a combination of comic irony, moral ambiguity, realism, and sheer mirth. With acute narrative skill and deft characterisation, drawing on colloquial language and farce, Cervantes creates a tension between the everyday and the literary, the plausible and the improbable. While encouraging us to reach our own moral conclusions, he also persuades us to accept the coincidental and the incredible: two boys indulge their life of crime at a time of public prayer; a young nobleman undergoes a change of identity at the behest of not a princess but a mere gipsy girl, and, most fantastically, talking dogs philosophize in a ward full of syphilitics. By placing the extraordinary within the contexts of the ordinary, the Exemplary Stories chart new novelistic territory and demonstrate Cervantes at his most imaginative and innovative. This new translation captures the full vigour of Cervantes's wit and makes available two rarely printed tales, `The Illustrious Kitchen Maid' and `The Power of Blood'.",372,Fiction,en
